id_transacao,nome_cliente,data_emissao,data_vencimento,valor,meio_pagamento,recorrencia,elegivel_antecipacao,tipo_cliente
25e37025,Vieira Rodrigues - ME,2024-02-21,2024-02-21,1251.44,Cartão de Crédito,Mensal,True,Recorrente
fbb8316f,Gomes - ME,2024-02-10,2024-02-25,961.04,Pix,Anual,True,Recorrente
44b79afb,Moura,2024-02-19,2024-03-05,906.18,Boleto,Mensal,True,Recorrente
8543ba72,Novaes,2024-02-03,2024-02-18,1972.53,Boleto,Mensal,False,Recorrente
709843e4,Rodrigues - EI,2024-02-26,2024-03-27,562.75,Boleto,Avulso,False,Novo/Avulso
18bc4417,Vargas,2024-02-09,2024-02-24,2296.69,Boleto,Anual,False,Novo/Avulso
807b20d5,Camargo,2024-02-15,2024-02-15,945.98,Boleto,Avulso,True,Novo/Avulso
cb904acf,Lopes,2024-02-24,2024-03-25,680.19,Pix,Avulso,False,Novo/Avulso
c30ad717,Marques Abreu e Filhos,2024-02-03,2024-02-18,2040.78,Cartão de Crédito,Avulso,True,Novo/Avulso
7965e70a,Alves e Filhos,2024-03-29,2024-04-13,208.78,Cartão de Crédito,Anual,True,Recorrente
43722284,Carvalho Sousa S/A,2024-03-27,2024-04-11,370.18,Boleto,Mensal,False,Recorrente
9201cc26,Alves S/A,2024-03-31,2024-04-15,655.99,Cartão de Crédito,Mensal,True,Recorrente
3728f02b,da Conceição Montenegro - EI,2024-03-23,2024-04-07,2141.61,Pix,Mensal,True,Recorrente
32f0a9ec,Câmara,2024-03-15,2024-03-30,984.89,Pix,Mensal,True,Recorrente
7c39ee4f,Pastor,2024-03-28,2024-04-12,552.18,Pix,Anual,True,Recorrente
b3e000f8,Abreu,2024-03-22,2024-04-06,478.13,Pix,Mensal,False,Recorrente
ebf8e325,Ferreira,2024-03-02,2024-03-17,1979.77,Pix,Anual,False,Recorrente
d1316074,Aparecida,2024-03-07,2024-03-07,1366.3,Boleto,Mensal,False,Recorrente
9b9db877,Nascimento,2024-03-03,2024-04-02,1532.53,Boleto,Mensal,True,Recorrente
36d4f977,Garcia S/A,2024-03-21,2024-04-20,1633.09,Boleto,Mensal,True,Recorrente
4a4d2ce6,Pires,2024-03-02,2024-03-17,2498.31,Boleto,Mensal,True,Recorrente
bf85491d,Oliveira,2024-03-05,2024-04-04,1281.19,Cartão de Crédito,Mensal,True,Recorrente
c287c216,Santos Azevedo S/A,2024-03-03,2024-04-02,2465.48,Cartão de Crédito,Mensal,True,Recorrente
db6dfa3c,Vargas da Rocha S/A,2024-03-19,2024-03-19,650.91,Cartão de Crédito,Mensal,True,Recorrente
d93bc2fc,Porto,2024-03-11,2024-03-11,2470.0,Pix,Anual,True,Recorrente
9caf33d1,Rios da Mata e Filhos,2024-03-09,2024-03-09,2068.98,Cartão de Crédito,Mensal,True,Recorrente
dc9f9ef8,Pereira e Filhos,2024-03-18,2024-04-02,1701.08,Cartão de Crédito,Mensal,True,Recorrente
107e7a92,Martins Garcia Ltda.,2024-03-04,2024-04-03,2387.2,Boleto,Mensal,True,Recorrente
731e07e5,Andrade Dias - ME,2024-03-05,2024-03-05,2232.42,Pix,Mensal,False,Recorrente
e7d0cb01,Azevedo,2024-03-26,2024-03-26,723.36,Pix,Mensal,False,Recorrente
93ac1747,Casa Grande,2024-03-01,2024-03-01,1234.99,Boleto,Mensal,False,Recorrente
0c085bde,Carvalho,2024-03-02,2024-03-02,918.09,Cartão de Crédito,Mensal,False,Recorrente
03c240e4,Souza,2024-03-17,2024-03-17,598.98,Boleto,Anual,True,Recorrente
bf579347,Pacheco,2024-03-16,2024-03-31,714.76,Cartão de Crédito,Anual,False,Recorrente
31ba976c,Fonseca,2024-03-17,2024-04-16,190.52,Cartão de Crédito,Mensal,True,Recorrente
ed9050f2,Sá S/A,2024-03-15,2024-04-14,1429.72,Pix,Mensal,True,Recorrente
1e4feb4e,Cassiano e Filhos,2024-03-31,2024-04-30,539.92,Cartão de Crédito,Mensal,True,Recorrente
931f0f18,Vieira Rodrigues - ME,2024-03-24,2024-04-23,1251.44,Cartão de Crédito,Mensal,False,Recorrente
d02d5bb5,Gomes - ME,2024-03-15,2024-04-14,961.04,Pix,Anual,True,Recorrente
8f023dde,Moura,2024-03-02,2024-03-17,906.18,Boleto,Mensal,False,Recorrente
83a4b8e2,Novaes,2024-03-14,2024-04-13,1972.53,Boleto,Mensal,True,Recorrente
bf9994ca,Vargas,2024-03-16,2024-04-15,2296.69,Boleto,Anual,False,Recorrente
a98b69e4,Montenegro,2024-03-05,2024-03-05,339.86,Pix,Mensal,True,Novo/Avulso
38fb2ec0,Montenegro Caldeira e Filhos,2024-03-23,2024-04-07,1637.73,Pix,Mensal,False,Novo/Avulso
965058a3,Porto,2024-03-17,2024-04-16,1396.81,Cartão de Crédito,Avulso,False,Novo/Avulso
6ff9b465,Cassiano Freitas S.A.,2024-03-21,2024-04-20,1799.18,Pix,Mensal,True,Novo/Avulso
b1a2aecd,Peixoto Ltda.,2024-03-11,2024-03-26,2237.01,Cartão de Crédito,Mensal,False,Novo/Avulso
e3ba3e8d,Alves e Filhos,2024-04-25,2024-05-25,208.78,Cartão de Crédito,Anual,True,Recorrente
20ec1ae0,Carvalho Sousa S/A,2024-04-20,2024-05-20,370.18,Boleto,Mensal,False,Recorrente
6ce52153,Alves S/A,2024-04-01,2024-04-01,655.99,Cartão de Crédito,Mensal,False,Recorrente
66d1c063,da Conceição Montenegro - EI,2024-04-23,2024-05-08,2141.61,Pix,Mensal,False,Recorrente
08af6348,Câmara,2024-04-12,2024-04-12,984.89,Pix,Mensal,True,Recorrente
37a55529,Pastor,2024-04-28,2024-04-28,552.18,Pix,Anual,False,Recorrente
116a6c12,Abreu,2024-04-03,2024-04-03,478.13,Pix,Mensal,True,Recorrente
b7c8feea,Ferreira,2024-04-03,2024-05-03,1979.77,Pix,Anual,True,Recorrente
22760507,Aparecida,2024-04-13,2024-04-28,1366.3,Boleto,Mensal,False,Recorrente
d554dad3,Nascimento,2024-04-11,2024-04-11,1532.53,Boleto,Mensal,False,Recorrente
bab7a4e2,Garcia S/A,2024-04-10,2024-05-10,1633.09,Boleto,Mensal,False,Recorrente
a3d18a97,Pires,2024-04-25,2024-05-25,2498.31,Boleto,Mensal,True,Recorrente
2c5b8377,Oliveira,2024-04-29,2024-04-29,1281.19,Cartão de Crédito,Mensal,True,Recorrente
149e0de5,Santos Azevedo S/A,2024-04-06,2024-05-06,2465.48,Cartão de Crédito,Mensal,True,Recorrente
94de9e0b,Vargas da Rocha S/A,2024-04-22,2024-04-22,650.91,Cartão de Crédito,Mensal,False,Recorrente
16e51ea3,Porto,2024-04-15,2024-05-15,2470.0,Pix,Anual,False,Recorrente
81a75224,Rios da Mata e Filhos,2024-04-16,2024-05-16,2068.98,Cartão de Crédito,Mensal,False,Recorrente
af6390c2,Pereira e Filhos,2024-04-14,2024-04-29,1701.08,Cartão de Crédito,Mensal,True,Recorrente
41972189,Martins Garcia Ltda.,2024-04-25,2024-05-25,2387.2,Boleto,Mensal,True,Recorrente
57817594,Andrade Dias - ME,2024-04-12,2024-04-27,2232.42,Pix,Mensal,True,Recorrente
fcfd6c41,Azevedo,2024-04-10,2024-05-10,723.36,Pix,Mensal,False,Recorrente
858d3fb5,Casa Grande,2024-04-17,2024-05-17,1234.99,Boleto,Mensal,False,Recorrente
1ed30c06,Carvalho,2024-04-02,2024-04-02,918.09,Cartão de Crédito,Mensal,False,Recorrente
76de189b,Souza,2024-04-20,2024-04-20,598.98,Boleto,Anual,True,Recorrente
e97b2c81,Pacheco,2024-04-07,2024-04-22,714.76,Cartão de Crédito,Anual,True,Recorrente
770c256f,Fonseca,2024-04-25,2024-04-25,190.52,Cartão de Crédito,Mensal,False,Recorrente
4c602a00,Sá S/A,2024-04-10,2024-04-25,1429.72,Pix,Mensal,True,Recorrente
60f2cad4,Cassiano e Filhos,2024-04-01,2024-04-16,539.92,Cartão de Crédito,Mensal,False,Recorrente
d7d0913a,Vieira Rodrigues - ME,2024-04-06,2024-04-06,1251.44,Cartão de Crédito,Mensal,False,Recorrente
f8126f32,Gomes - ME,2024-04-18,2024-05-18,961.04,Pix,Anual,True,Recorrente
109b4dcb,Moura,2024-04-17,2024-05-17,906.18,Boleto,Mensal,False,Recorrente
fd927e4d,Novaes,2024-04-03,2024-04-18,1972.53,Boleto,Mensal,True,Recorrente
65af00c5,Vargas,2024-04-14,2024-04-14,2296.69,Boleto,Anual,False,Recorrente
28dfb403,Montenegro,2024-04-30,2024-04-30,339.86,Pix,Mensal,False,Recorrente
0eb678f6,Montenegro Caldeira e Filhos,2024-04-19,2024-05-04,1637.73,Pix,Mensal,False,Recorrente
03477147,Cassiano Freitas S.A.,2024-04-23,2024-05-23,1799.18,Pix,Mensal,False,Recorrente
fae9817b,Peixoto Ltda.,2024-04-10,2024-04-10,2237.01,Cartão de Crédito,Mensal,False,Recorrente
7c3b1940,Almeida,2024-04-15,2024-05-15,913.21,Pix,Mensal,False,Novo/Avulso
2498330f,Fonseca Ltda.,2024-04-14,2024-05-14,2134.54,Boleto,Mensal,False,Novo/Avulso
fb37b08e,Araújo da Costa - EI,2024-04-24,2024-05-09,1080.05,Cartão de Crédito,Anual,True,Novo/Avulso
ddcb009e,Barros e Filhos,2024-04-21,2024-04-21,545.11,Pix,Mensal,True,Novo/Avulso
5ffb0226,Azevedo,2024-04-27,2024-05-27,971.03,Pix,Avulso,True,Novo/Avulso
691c1383,Alves e Filhos,2024-05-11,2024-06-10,208.78,Cartão de Crédito,Anual,False,Recorrente
57a08797,Carvalho Sousa S/A,2024-05-17,2024-05-17,370.18,Boleto,Mensal,True,Recorrente
682adff3,Alves S/A,2024-05-15,2024-05-15,655.99,Cartão de Crédito,Mensal,False,Recorrente
2e243972,da Conceição Montenegro - EI,2024-05-23,2024-05-23,2141.61,Pix,Mensal,True,Recorrente
f8a02ad5,Câmara,2024-05-02,2024-05-02,984.89,Pix,Mensal,False,Recorrente
8a157ff9,Pastor,2024-05-15,2024-06-14,552.18,Pix,Anual,True,Recorrente
50ea11df,Abreu,2024-05-12,2024-05-27,478.13,Pix,Mensal,False,Recorrente
771348d0,Ferreira,2024-05-13,2024-05-28,1979.77,Pix,Anual,False,Recorrente
017b065f,Aparecida,2024-05-22,2024-06-21,1366.3,Boleto,Mensal,True,Recorrente
0fe7042a,Nascimento,2024-05-26,2024-06-25,1532.53,Boleto,Mensal,False,Recorrente
d1422e8d,Garcia S/A,2024-05-03,2024-05-18,1633.09,Boleto,Mensal,True,Recorrente
883ba3a7,Pires,2024-05-18,2024-06-17,2498.31,Boleto,Mensal,False,Recorrente
1da631a6,Oliveira,2024-05-10,2024-05-25,1281.19,Cartão de Crédito,Mensal,True,Recorrente
f8c1171a,Santos Azevedo S/A,2024-05-11,2024-05-11,2465.48,Cartão de Crédito,Mensal,True,Recorrente
bc2b1915,Vargas da Rocha S/A,2024-05-30,2024-06-14,650.91,Cartão de Crédito,Mensal,False,Recorrente
1d804a65,Porto,2024-05-31,2024-06-30,2470.0,Pix,Anual,False,Recorrente
f6553cd6,Rios da Mata e Filhos,2024-05-05,2024-06-04,2068.98,Cartão de Crédito,Mensal,True,Recorrente
0e2650c7,Pereira e Filhos,2024-05-10,2024-06-09,1701.08,Cartão de Crédito,Mensal,False,Recorrente
2b3fe50f,Martins Garcia Ltda.,2024-05-21,2024-06-05,2387.2,Boleto,Mensal,True,Recorrente
d3b3d540,Andrade Dias - ME,2024-05-22,2024-06-21,2232.42,Pix,Mensal,True,Recorrente
976b0750,Azevedo,2024-05-21,2024-06-20,723.36,Pix,Mensal,False,Recorrente
9ad6fd75,Casa Grande,2024-05-17,2024-06-01,1234.99,Boleto,Mensal,True,Recorrente
46e5646c,Carvalho,2024-05-12,2024-05-27,918.09,Cartão de Crédito,Mensal,True,Recorrente
7476d0cc,Souza,2024-05-31,2024-05-31,598.98,Boleto,Anual,False,Recorrente
fdcd637a,Pacheco,2024-05-31,2024-06-15,714.76,Cartão de Crédito,Anual,True,Recorrente
c13499f4,Fonseca,2024-05-08,2024-05-08,190.52,Cartão de Crédito,Mensal,True,Recorrente
1ac87b69,Sá S/A,2024-05-03,2024-05-18,1429.72,Pix,Mensal,True,Recorrente
4fb58fbe,Cassiano e Filhos,2024-05-17,2024-06-16,539.92,Cartão de Crédito,Mensal,True,Recorrente
129e4850,Vieira Rodrigues - ME,2024-05-22,2024-06-06,1251.44,Cartão de Crédito,Mensal,True,Recorrente
b3f967f6,Gomes - ME,2024-05-20,2024-06-04,961.04,Pix,Anual,True,Recorrente
398b2a36,Moura,2024-05-06,2024-05-06,906.18,Boleto,Mensal,True,Recorrente
f7f08123,Novaes,2024-05-24,2024-06-08,1972.53,Boleto,Mensal,True,Recorrente
a907dd7f,Vargas,2024-05-14,2024-05-29,2296.69,Boleto,Anual,True,Recorrente
a19941aa,Montenegro,2024-05-15,2024-06-14,339.86,Pix,Mensal,False,Recorrente
4be75243,Montenegro Caldeira e Filhos,2024-05-25,2024-06-24,1637.73,Pix,Mensal,False,Recorrente
e4773072,Cassiano Freitas S.A.,2024-05-08,2024-06-07,1799.18,Pix,Mensal,True,Recorrente
c964e612,Peixoto Ltda.,2024-05-10,2024-05-25,2237.01,Cartão de Crédito,Mensal,True,Recorrente
b31d7bc8,Almeida,2024-05-12,2024-06-11,913.21,Pix,Mensal,False,Recorrente
2d725a72,Fonseca Ltda.,2024-05-15,2024-05-30,2134.54,Boleto,Mensal,False,Recorrente
710a3eec,Araújo da Costa - EI,2024-05-17,2024-06-16,1080.05,Cartão de Crédito,Anual,False,Recorrente
5fc8f58d,Barros e Filhos,2024-05-31,2024-05-31,545.11,Pix,Mensal,True,Recorrente
78a04a85,Cardoso Ribeiro - ME,2024-05-02,2024-06-01,475.24,Cartão de Crédito,Avulso,False,Novo/Avulso
7abbc3c2,da Luz Moura - EI,2024-05-23,2024-06-22,1453.17,Boleto,Avulso,True,Novo/Avulso
188a0b39,Cunha,2024-05-15,2024-06-14,1943.32,Cartão de Crédito,Mensal,True,Novo/Avulso
3d74af82,Silva das Neves - ME,2024-05-27,2024-06-11,365.53,Boleto,Avulso,False,Novo/Avulso
45312f0a,Macedo,2024-05-17,2024-06-01,1125.01,Cartão de Crédito,Avulso,True,Novo/Avulso
04d4766c,Alves e Filhos,2024-06-12,2024-06-12,208.78,Cartão de Crédito,Anual,True,Recorrente
2da632a0,Carvalho Sousa S/A,2024-06-13,2024-06-28,370.18,Boleto,Mensal,True,Recorrente
e0d9a579,Alves S/A,2024-06-21,2024-07-06,655.99,Cartão de Crédito,Mensal,False,Recorrente
f64a6f21,da Conceição Montenegro - EI,2024-06-09,2024-07-09,2141.61,Pix,Mensal,True,Recorrente
e3ffb233,Câmara,2024-06-12,2024-06-12,984.89,Pix,Mensal,False,Recorrente
adc25f1f,Pastor,2024-06-08,2024-07-08,552.18,Pix,Anual,True,Recorrente
693ae219,Abreu,2024-06-25,2024-07-25,478.13,Pix,Mensal,False,Recorrente
b3b6fb7b,Ferreira,2024-06-05,2024-06-05,1979.77,Pix,Anual,False,Recorrente
ae2dc1ec,Aparecida,2024-06-18,2024-07-03,1366.3,Boleto,Mensal,True,Recorrente
ffeee642,Nascimento,2024-06-27,2024-07-27,1532.53,Boleto,Mensal,False,Recorrente
8def8b74,Garcia S/A,2024-06-23,2024-07-08,1633.09,Boleto,Mensal,True,Recorrente
08245dfc,Pires,2024-06-26,2024-06-26,2498.31,Boleto,Mensal,True,Recorrente
e1afb888,Oliveira,2024-06-23,2024-07-08,1281.19,Cartão de Crédito,Mensal,True,Recorrente
ada3157c,Santos Azevedo S/A,2024-06-10,2024-06-10,2465.48,Cartão de Crédito,Mensal,True,Recorrente
c7e2fe9a,Vargas da Rocha S/A,2024-06-26,2024-06-26,650.91,Cartão de Crédito,Mensal,True,Recorrente
7fa7a62c,Porto,2024-06-11,2024-06-26,2470.0,Pix,Anual,False,Recorrente
f1883763,Pereira e Filhos,2024-06-27,2024-07-27,1701.08,Cartão de Crédito,Mensal,False,Recorrente
e8a53f4e,Martins Garcia Ltda.,2024-06-09,2024-06-09,2387.2,Boleto,Mensal,True,Recorrente
292b6f1e,Andrade Dias - ME,2024-06-10,2024-06-25,2232.42,Pix,Mensal,True,Recorrente
d068b458,Azevedo,2024-06-28,2024-07-28,723.36,Pix,Mensal,False,Recorrente
4debef30,Casa Grande,2024-06-09,2024-06-09,1234.99,Boleto,Mensal,False,Recorrente
09432181,Carvalho,2024-06-14,2024-06-29,918.09,Cartão de Crédito,Mensal,False,Recorrente
69cad26e,Souza,2024-06-29,2024-07-14,598.98,Boleto,Anual,False,Recorrente
f67c3103,Pacheco,2024-06-06,2024-06-21,714.76,Cartão de Crédito,Anual,False,Recorrente
ce678001,Fonseca,2024-06-12,2024-07-12,190.52,Cartão de Crédito,Mensal,False,Recorrente
f45786ad,Sá S/A,2024-06-26,2024-06-26,1429.72,Pix,Mensal,False,Recorrente
2cab50f2,Cassiano e Filhos,2024-06-03,2024-06-18,539.92,Cartão de Crédito,Mensal,True,Recorrente
e0c1bc84,Vieira Rodrigues - ME,2024-06-18,2024-07-03,1251.44,Cartão de Crédito,Mensal,False,Recorrente
e23d3c49,Gomes - ME,2024-06-04,2024-06-04,961.04,Pix,Anual,False,Recorrente
c7348c66,Moura,2024-06-22,2024-07-07,906.18,Boleto,Mensal,False,Recorrente
e809e005,Novaes,2024-06-15,2024-07-15,1972.53,Boleto,Mensal,False,Recorrente
711948ed,Vargas,2024-06-06,2024-07-06,2296.69,Boleto,Anual,False,Recorrente
d991e27d,Montenegro,2024-06-12,2024-06-27,339.86,Pix,Mensal,True,Recorrente
eb029537,Montenegro Caldeira e Filhos,2024-06-24,2024-07-09,1637.73,Pix,Mensal,False,Recorrente
47518791,Cassiano Freitas S.A.,2024-06-09,2024-07-09,1799.18,Pix,Mensal,True,Recorrente
eedbb52b,Almeida,2024-06-03,2024-07-03,913.21,Pix,Mensal,False,Recorrente
a086a45a,Fonseca Ltda.,2024-06-12,2024-07-12,2134.54,Boleto,Mensal,True,Recorrente
867bad7c,Araújo da Costa - EI,2024-06-01,2024-06-01,1080.05,Cartão de Crédito,Anual,False,Recorrente
be967191,Barros e Filhos,2024-06-02,2024-06-02,545.11,Pix,Mensal,True,Recorrente
5584f848,Cunha,2024-06-08,2024-07-08,1943.32,Cartão de Crédito,Mensal,False,Recorrente
1321b504,Campos,2024-06-20,2024-06-20,2381.25,Boleto,Mensal,False,Novo/Avulso
65736ca2,Câmara Azevedo Ltda.,2024-06-19,2024-06-19,1024.23,Boleto,Avulso,False,Novo/Avulso
e9a99504,Pastor - EI,2024-06-04,2024-06-04,1676.47,Boleto,Mensal,True,Novo/Avulso
4dda7b66,Pastor Câmara S/A,2024-06-04,2024-06-19,1059.42,Pix,Mensal,False,Novo/Avulso
47ac7559,Santos e Filhos,2024-06-10,2024-07-10,654.24,Pix,Avulso,False,Novo/Avulso
bd0a05b9,Alves e Filhos,2024-07-27,2024-08-26,208.78,Cartão de Crédito,Anual,True,Recorrente
e8a25f6c,Carvalho Sousa S/A,2024-07-25,2024-07-25,370.18,Boleto,Mensal,False,Recorrente
3b7e822a,Alves S/A,2024-07-17,2024-07-17,655.99,Cartão de Crédito,Mensal,True,Recorrente
a4971890,da Conceição Montenegro - EI,2024-07-17,2024-07-17,2141.61,Pix,Mensal,False,Recorrente
f905b442,Câmara,2024-07-06,2024-07-06,984.89,Pix,Mensal,False,Recorrente
0d74e46d,Pastor,2024-07-30,2024-08-29,552.18,Pix,Anual,True,Recorrente
daa41451,Abreu,2024-07-12,2024-08-11,478.13,Pix,Mensal,False,Recorrente
e64e64f4,Ferreira,2024-07-28,2024-07-28,1979.77,Pix,Anual,False,Recorrente
03718994,Aparecida,2024-07-07,2024-08-06,1366.3,Boleto,Mensal,False,Recorrente
7331e0c8,Nascimento,2024-07-05,2024-08-04,1532.53,Boleto,Mensal,False,Recorrente
562fdbbd,Garcia S/A,2024-07-20,2024-08-19,1633.09,Boleto,Mensal,True,Recorrente
cd3b091c,Pires,2024-07-17,2024-08-16,2498.31,Boleto,Mensal,True,Recorrente
0a16737c,Oliveira,2024-07-19,2024-08-18,1281.19,Cartão de Crédito,Mensal,True,Recorrente
ca7a731f,Santos Azevedo S/A,2024-07-06,2024-08-05,2465.48,Cartão de Crédito,Mensal,False,Recorrente
86ebe904,Vargas da Rocha S/A,2024-07-27,2024-08-26,650.91,Cartão de Crédito,Mensal,True,Recorrente
a7fe27fa,Porto,2024-07-27,2024-07-27,2470.0,Pix,Anual,True,Recorrente
c568c47a,Pereira e Filhos,2024-07-02,2024-08-01,1701.08,Cartão de Crédito,Mensal,False,Recorrente
26668945,Martins Garcia Ltda.,2024-07-21,2024-07-21,2387.2,Boleto,Mensal,False,Recorrente
4da5c2d0,Andrade Dias - ME,2024-07-20,2024-08-19,2232.42,Pix,Mensal,True,Recorrente
5d5f7e9d,Azevedo,2024-07-16,2024-08-15,723.36,Pix,Mensal,False,Recorrente
d7b1eed6,Casa Grande,2024-07-21,2024-08-05,1234.99,Boleto,Mensal,False,Recorrente
dabe9d95,Carvalho,2024-07-08,2024-08-07,918.09,Cartão de Crédito,Mensal,False,Recorrente
1d59332d,Souza,2024-07-10,2024-07-25,598.98,Boleto,Anual,True,Recorrente
204d632e,Pacheco,2024-07-23,2024-07-23,714.76,Cartão de Crédito,Anual,True,Recorrente
1a45d5df,Fonseca,2024-07-15,2024-07-30,190.52,Cartão de Crédito,Mensal,False,Recorrente
08a527b1,Sá S/A,2024-07-15,2024-07-15,1429.72,Pix,Mensal,False,Recorrente
111ef98a,Cassiano e Filhos,2024-07-20,2024-07-20,539.92,Cartão de Crédito,Mensal,False,Recorrente
35cd1091,Vieira Rodrigues - ME,2024-07-28,2024-08-27,1251.44,Cartão de Crédito,Mensal,False,Recorrente
8d4e2049,Gomes - ME,2024-07-24,2024-08-08,961.04,Pix,Anual,False,Recorrente
31853712,Moura,2024-07-05,2024-07-20,906.18,Boleto,Mensal,True,Recorrente
09d29da7,Novaes,2024-07-11,2024-07-11,1972.53,Boleto,Mensal,False,Recorrente
1551ba1c,Vargas,2024-07-04,2024-07-19,2296.69,Boleto,Anual,False,Recorrente
300e686a,Montenegro,2024-07-08,2024-07-08,339.86,Pix,Mensal,True,Recorrente
07275c25,Montenegro Caldeira e Filhos,2024-07-02,2024-07-17,1637.73,Pix,Mensal,False,Recorrente
bd7977f1,Cassiano Freitas S.A.,2024-07-28,2024-08-27,1799.18,Pix,Mensal,False,Recorrente
2ee3e659,Almeida,2024-07-08,2024-07-08,913.21,Pix,Mensal,False,Recorrente
5835bf8d,Fonseca Ltda.,2024-07-30,2024-08-29,2134.54,Boleto,Mensal,False,Recorrente
b303f377,Araújo da Costa - EI,2024-07-07,2024-07-07,1080.05,Cartão de Crédito,Anual,False,Recorrente
5567d294,Barros e Filhos,2024-07-17,2024-08-01,545.11,Pix,Mensal,False,Recorrente
519d8fa6,Cunha,2024-07-29,2024-08-13,1943.32,Cartão de Crédito,Mensal,False,Recorrente
425000e1,Campos,2024-07-01,2024-07-01,2381.25,Boleto,Mensal,False,Recorrente
1539c31a,Pastor - EI,2024-07-17,2024-08-01,1676.47,Boleto,Mensal,True,Recorrente
7fa3d14e,Pastor Câmara S/A,2024-07-07,2024-08-06,1059.42,Pix,Mensal,False,Recorrente
754bfec9,da Conceição S/A,2024-07-29,2024-08-28,811.19,Pix,Mensal,False,Novo/Avulso
ccfd59b3,Farias S/A,2024-07-14,2024-07-14,169.22,Boleto,Mensal,False,Novo/Avulso
566028ef,da Mota Rios - ME,2024-07-02,2024-07-17,1945.06,Cartão de Crédito,Avulso,True,Novo/Avulso
082392d0,Nogueira Cardoso e Filhos,2024-07-10,2024-07-10,607.44,Pix,Anual,False,Novo/Avulso
f049bc71,da Cruz,2024-07-27,2024-08-26,1946.35,Cartão de Crédito,Anual,True,Novo/Avulso
35fc7b24,Alves e Filhos,2024-08-13,2024-08-13,208.78,Cartão de Crédito,Anual,True,Recorrente
a50109ea,Carvalho Sousa S/A,2024-08-02,2024-09-01,370.18,Boleto,Mensal,True,Recorrente
466f6976,Alves S/A,2024-08-07,2024-08-07,655.99,Cartão de Crédito,Mensal,False,Recorrente
15906ef6,da Conceição Montenegro - EI,2024-08-11,2024-08-26,2141.61,Pix,Mensal,True,Recorrente
b9efaed1,Câmara,2024-08-14,2024-09-13,984.89,Pix,Mensal,True,Recorrente
d567e50e,Pastor,2024-08-14,2024-09-13,552.18,Pix,Anual,False,Recorrente
1d5a1cdf,Abreu,2024-08-28,2024-09-27,478.13,Pix,Mensal,True,Recorrente
8b18c307,Ferreira,2024-08-23,2024-08-23,1979.77,Pix,Anual,True,Recorrente
7dc731f2,Aparecida,2024-08-18,2024-09-02,1366.3,Boleto,Mensal,False,Recorrente
680c578e,Nascimento,2024-08-17,2024-09-01,1532.53,Boleto,Mensal,False,Recorrente
149dacb7,Garcia S/A,2024-08-31,2024-08-31,1633.09,Boleto,Mensal,False,Recorrente
594ecbbe,Pires,2024-08-30,2024-09-29,2498.31,Boleto,Mensal,False,Recorrente
629c63f5,Oliveira,2024-08-18,2024-09-02,1281.19,Cartão de Crédito,Mensal,False,Recorrente
81f418bf,Santos Azevedo S/A,2024-08-20,2024-09-04,2465.48,Cartão de Crédito,Mensal,True,Recorrente
5540be26,Vargas da Rocha S/A,2024-08-31,2024-08-31,650.91,Cartão de Crédito,Mensal,False,Recorrente
c800007a,Porto,2024-08-18,2024-09-02,2470.0,Pix,Anual,True,Recorrente
7dfef3e1,Pereira e Filhos,2024-08-31,2024-09-15,1701.08,Cartão de Crédito,Mensal,False,Recorrente
25983da6,Martins Garcia Ltda.,2024-08-23,2024-08-23,2387.2,Boleto,Mensal,False,Recorrente
309c0ddf,Andrade Dias - ME,2024-08-11,2024-08-26,2232.42,Pix,Mensal,False,Recorrente
2e99634f,Azevedo,2024-08-18,2024-09-17,723.36,Pix,Mensal,False,Recorrente
7d9190c4,Casa Grande,2024-08-10,2024-08-10,1234.99,Boleto,Mensal,False,Recorrente
4107e06c,Carvalho,2024-08-29,2024-09-13,918.09,Cartão de Crédito,Mensal,False,Recorrente
4ef1c66a,Souza,2024-08-31,2024-08-31,598.98,Boleto,Anual,False,Recorrente
8a61e6ef,Pacheco,2024-08-02,2024-08-17,714.76,Cartão de Crédito,Anual,True,Recorrente
c59bef24,Fonseca,2024-08-12,2024-08-27,190.52,Cartão de Crédito,Mensal,False,Recorrente
8243ba3c,Sá S/A,2024-08-24,2024-09-08,1429.72,Pix,Mensal,True,Recorrente
c334f0a2,Cassiano e Filhos,2024-08-07,2024-09-06,539.92,Cartão de Crédito,Mensal,False,Recorrente
cfbffcf8,Vieira Rodrigues - ME,2024-08-30,2024-09-29,1251.44,Cartão de Crédito,Mensal,False,Recorrente
f9632e9f,Moura,2024-08-05,2024-08-05,906.18,Boleto,Mensal,True,Recorrente
d0c300f2,Novaes,2024-08-08,2024-08-08,1972.53,Boleto,Mensal,True,Recorrente
43889da7,Vargas,2024-08-21,2024-08-21,2296.69,Boleto,Anual,True,Recorrente
7fe9405a,Montenegro,2024-08-04,2024-08-19,339.86,Pix,Mensal,False,Recorrente
3f5e4c8c,Montenegro Caldeira e Filhos,2024-08-23,2024-09-07,1637.73,Pix,Mensal,True,Recorrente
5b0f15a7,Cassiano Freitas S.A.,2024-08-22,2024-08-22,1799.18,Pix,Mensal,True,Recorrente
b4342a7f,Almeida,2024-08-31,2024-09-30,913.21,Pix,Mensal,True,Recorrente
86c9c094,Fonseca Ltda.,2024-08-14,2024-09-13,2134.54,Boleto,Mensal,False,Recorrente
